,,,,,Children under 6 years with elevated blood lead levels (BLL) : Summarize
Topic: Health Behavior and Population
Subtopic: Childhood Lead Exposure
Indicator Name: Children under 6 years with elevated blood lead levels (BLL)
Indicator Description: There is no safe level of lead in the blood. Lead poisoning can cause learning and behavior problems and delay growth and mental development.
Notes: *Estimate is based on small numbers so should be interpreted with caution.

Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,Number BLL >=10 µg/dL,Number BLL >=15 µg/dL,Number BLL >=5 µg/dL,Number Tested,"Rate BLL >=10 µg/dL (per 1,000 tested)","Rate BLL >=15 µg/dL (per 1,000 tested)","Rate BLL >=5 µg/dL (per 1,000 tested)",Notes Number BLL >=10 µg/dL,Notes Number BLL >=15 µg/dL,Notes Number BLL >=5 µg/dL,Notes Number Tested,Notes Rate BLL >=10 µg/dL,Notes Rate BLL >=15 µg/dL,Notes Rate BLL >=5 µg/dL,
2013,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Children under 6 years with elevated blood lead levels (BLL),14,4,102,"4,800",2.9,0.8,21.2,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Children under 6 years with elevated blood lead levels (BLL),11,5,96,"4,600",2.4,1.1,20.8,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Children under 6 years with elevated blood lead levels (BLL),17,4,77,"4,400",3.8,0.9,17.4,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2016,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Children under 6 years with elevated blood lead levels (BLL),15,6,80,"4,200",3.6,1.4,19.0,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2017,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Children under 6 years with elevated blood lead levels (BLL),15,9,62,"4,200",3.6,2.2,14.9,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2018,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Children under 6 years with elevated blood lead levels (BLL),14,7,69,"4,100",3.4,1.7,16.8,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Staten Island, Stapleton - St. George,502,Children under 6 years with elevated blood lead levels (BLL),12,5,50,"4,300",2.8,1.2,11.5,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2005,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),72,26,852,"6,700",10.7,3.9,126.3,,,,,,,,
2006,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),48,19,737,"6,300",7.7,3.0,117.6,,,,,,,,
2007,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),47,15,662,"6,700",7.0,2.2,98.3,,,,,,,,
2008,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),39,11,502,"7,500",5.2,1.5,66.8,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2009,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),42,15,432,"7,800",5.4,1.9,55.4,,,,,,,,
2010,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),34,16,348,"8,600",3.9,1.9,40.4,,,,,,,,
2011,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),28,10,332,"9,300",3.0,1.1,35.7,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2012,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),24,10,225,"9,100",2.6,1.1,24.7,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2013,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),20,7,183,"9,000",2.2,0.8,20.3,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),17,8,161,"9,200",1.9,0.9,17.5,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),21,6,139,"9,600",2.2,0.6,14.5,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2016,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),16,6,111,"9,200",1.7,0.7,12.1,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2017,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),24,7,89,"8,500",2.8,0.8,10.5,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2018,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),13,4,70,"7,900",1.7,0.5,8.9,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Brooklyn, Sunset Park,205,Children under 6 years with elevated blood lead levels (BLL),10,3,58,"7,500",1.3,0.4,7.7,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2005,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),33,12,643,"4,900",6.7,2.4,130.5,,,,,,,,
2006,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),23,9,550,"5,000",4.6,1.8,110.6,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2007,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),18,6,527,"5,000",3.6,1.2,106.1,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2008,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),15,4,324,"5,100",2.9,0.8,63.7,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2009,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),8,4,223,"5,000",1.6,0.8,44.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2010,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),15,4,172,"4,900",3.0,0.8,34.8,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2011,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),5,0,129,"4,900",1.0,0.0,26.1,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2012,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),11,5,82,"4,600",2.4,1.1,17.9,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2013,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),8,2,59,"4,200",1.9,0.5,13.9,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),8,2,59,"3,900",2.0,0.5,15.1,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),6,1,41,"3,800",1.6,0.3,10.8,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2016,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),3,2,30,"3,500",0.9,0.6,8.7,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2017,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),5,0,25,"3,300",1.5,0.0,7.5,,,,,,,,
2018,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),4,2,15,"3,000",1.3,0.7,5.0,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Manhattan, Union Square - Lower East Side,309,Children under 6 years with elevated blood lead levels (BLL),1,0,16,"3,200",0.3,0.0,5.0,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2005,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),8,5,256,"4,800",1.7,1.0,53.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2006,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),22,8,248,"4,600",4.8,1.7,53.8,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2007,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),13,2,243,"4,800",2.7,0.4,50.6,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2008,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),10,0,118,"4,300",2.3,0.0,27.3,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2009,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),7,1,110,"4,300",1.6,0.2,25.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2010,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),4,1,47,"4,900",0.8,0.2,9.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2011,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),11,5,65,"5,000",2.2,1.0,13.1,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2012,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),4,3,51,"4,800",0.8,0.6,10.7,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2013,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),2,1,39,"4,700",0.4,0.2,8.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),3,0,35,"4,200",0.7,0.0,8.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),3,0,28,"4,200",0.7,0.0,6.7,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2016,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),0,0,14,"3,900",0.0,0.0,3.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2017,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),3,1,14,"3,900",0.8,0.3,3.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2018,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),1,0,17,"3,800",0.3,0.0,4.5,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Manhattan, Upper East Side,305,Children under 6 years with elevated blood lead levels (BLL),4,2,8,"4,100",1.0,0.5,1.9,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,
2005,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),26,6,427,"5,500",4.8,1.1,78.2,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2006,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),16,6,422,"5,500",2.9,1.1,76.6,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2007,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),23,4,405,"5,600",4.1,0.7,72.8,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2008,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),20,7,273,"5,500",3.6,1.3,49.3,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2009,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),13,3,180,"5,500",2.4,0.5,32.9,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2010,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),16,4,100,"5,700",2.8,0.7,17.6,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2011,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),12,7,71,"5,100",2.4,1.4,13.9,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2012,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),10,3,68,"4,800",2.1,0.6,14.1,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2013,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),4,2,62,"4,900",0.8,0.4,12.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),4,0,54,"4,500",0.9,0.0,11.9,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),5,1,42,"4,100",1.2,0.2,10.2,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2016,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),5,3,26,"4,000",1.3,0.8,6.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2017,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),2,0,27,"4,000",0.5,0.0,6.8,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2018,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),5,2,29,"4,000",1.3,0.5,7.3,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Children under 6 years with elevated blood lead levels (BLL),6,1,28,"4,000",1.5,0.3,7.0,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2005,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),112,31,"1,089","10,700",10.5,2.9,101.6,,,,,,,,
2006,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),104,36,"1,115","11,200",9.3,3.2,99.8,,,,,,,,
2007,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),57,17,948,"11,100",5.1,1.5,85.2,,,,,,,,
2008,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),63,23,625,"11,200",5.6,2.1,56.0,,,,,,,,
2009,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),38,15,342,"10,900",3.5,1.4,31.5,,,,,,,,
2010,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),36,14,297,"11,000",3.3,1.3,27.1,,,,,,,,
2011,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),35,16,269,"11,200",3.1,1.4,24.1,,,,,,,,
2012,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),24,13,179,"10,600",2.3,1.2,16.9,,,,,,,,
2013,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),24,9,163,"9,900",2.4,0.9,16.4,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),22,6,144,"9,500",2.3,0.6,15.1,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),22,9,101,"8,800",2.5,1.0,11.5,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2016,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),19,6,73,"8,200",2.3,0.7,8.9,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2017,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),11,6,71,"7,900",1.4,0.8,9.0,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2018,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),12,3,69,"7,700",1.6,0.4,9.0,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Children under 6 years with elevated blood lead levels (BLL),10,2,52,"7,600",1.3,0.3,6.8,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2005,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),238,84,"2,267","19,300",12.3,4.4,117.5,,,,,,,,
2006,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),206,80,"2,336","21,200",9.7,3.8,110.1,,,,,,,,
2007,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),149,63,"1,785","21,200",7.0,3.0,84.3,,,,,,,,
2008,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),152,53,"1,448","23,100",6.6,2.3,62.6,,,,,,,,
2009,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),126,42,"1,035","23,300",5.4,1.8,44.4,,,,,,,,
2010,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),151,67,994,"23,200",6.5,2.9,42.8,,,,,,,,
2011,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),118,44,764,"23,400",5.0,1.9,32.6,,,,,,,,
2012,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),93,40,529,"23,400",4.0,1.7,22.6,,,,,,,,
2013,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),72,21,459,"22,900",3.1,0.9,20.1,,,,,,,,
2014,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),74,17,473,"22,400",3.3,0.8,21.1,,,,,,,,
2015,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),65,19,361,"21,900",3.0,0.9,16.5,,,,,,,,
2016,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),57,21,345,"21,400",2.7,1.0,16.1,,,,,,,,
2017,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),50,13,285,"21,100",2.4,0.6,13.5,,,,,,,,
2018,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),52,17,260,"19,700",2.6,0.9,13.2,,,,,,,,
2019,Neighborhood (UHF 42),Queens, West Queens,402,Children under 6 years with elevated blood lead levels (BLL),33,16,197,"19,100",1.7,0.8,10.3,,,,,,,,
2005,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),178,70,"2,072","11,600",15.3,6.0,178.3,,,,,,,,
2006,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),155,47,"1,837","11,600",13.4,4.1,158.5,,,,,,,,
2007,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),112,41,"1,432","11,400",9.8,3.6,125.8,,,,,,,,
2008,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),84,30,925,"11,700",7.2,2.6,79.4,,,,,,,,
2009,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),89,32,765,"11,900",7.5,2.7,64.5,,,,,,,,
2010,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),86,27,701,"12,200",7.1,2.2,57.7,,,,,,,,
